"","dynamicColors","mergedColors"
"NCOA7","pink","pink"
"NCOR1","turquoise","turquoise"
"NCOR2","yellow","yellow"
"NCR1","red","magenta"
"NCR3","red","magenta"
"NCS1","brown","brown"
"NCSTN","turquoise","turquoise"
"NDC80","green","green"
"NDE1","turquoise","turquoise"
"NDFIP1","brown","brown"
"NDFIP2","turquoise","turquoise"
"NDN","black","black"
"NDOR1","purple","purple"
"NDP","green","green"
"NDRG1","brown","brown"
"NDRG2","pink","pink"
"NDRG4","brown","brown"
"NDST1","turquoise","turquoise"
"NDST3","grey","grey"
"NDUFA11","yellow","yellow"
"NDUFA12","turquoise","turquoise"
"NDUFA13","yellow","yellow"
"NDUFA1","turquoise","turquoise"
"NDUFA2","turquoise","turquoise"
"NDUFA3","turquoise","turquoise"
"NDUFA4","turquoise","turquoise"
"NDUFA4L2","turquoise","turquoise"
"NDUFA5","magenta","magenta"
"NDUFA6","turquoise","turquoise"
"NDUFA7","turquoise","turquoise"
"NDUFA8","turquoise","turquoise"
"NDUFAB1","turquoise","turquoise"
"NDUFAF2","turquoise","turquoise"
"NDUFAF3","turquoise","turquoise"
"NDUFAF4","blue","blue"
"NDUFB10","purple","purple"
"NDUFB11","turquoise","turquoise"
"NDUFB1","turquoise","turquoise"
"NDUFB2","turquoise","turquoise"
"NDUFB4","turquoise","turquoise"
"NDUFB6","turquoise","turquoise"
"NDUFB7","yellow","yellow"
"NDUFB8","turquoise","turquoise"
"NDUFB9","cyan","cyan"
"NDUFC1","turquoise","turquoise"
"NDUFC2","turquoise","turquoise"
"NDUFS1","turquoise","turquoise"
"NDUFS2","turquoise","turquoise"
"NDUFS4","turquoise","turquoise"
"NDUFS5","turquoise","turquoise"
"NDUFS6","turquoise","turquoise"
"NDUFS7","yellow","yellow"
"NDUFS8","turquoise","turquoise"
"NDUFV1","yellow","yellow"
"NDUFV2","turquoise","turquoise"
"NEB","grey","grey"
"NEBL","blue","blue"
"NECAB1","tan","tan"
"NECAB2","grey","grey"
"NECAB3","pink","pink"
"NECAP1","blue","blue"
"NEDD1","turquoise","turquoise"
"NEDD4","blue","blue"
"NEDD4L","magenta","magenta"
"NEDD9","tan","tan"
"NEFH","tan","tan"
"NEFL","black","black"
"NEFM","black","black"
"NEGR1","black","black"
"NEIL1","purple","purple"
"NEIL2","grey","grey"
"NEIL3","green","green"
"NEK10","brown","brown"
"NEK11","brown","brown"
"NEK1","turquoise","turquoise"
"NEK2","green","green"
"NEK3","grey","grey"
"NEK4","turquoise","turquoise"
"NEK5","brown","brown"
"NEK6","magenta","magenta"
"NEK7","turquoise","turquoise"
"NEK8","brown","brown"
"NELL2","grey","grey"
"NENF","turquoise","turquoise"
"NEO1","blue","blue"
"NES","greenyellow","greenyellow"
"NET1","grey","grey"
"NETO1","black","black"
"NETO2","green","green"
"NEU1","turquoise","turquoise"
"NEU3","turquoise","turquoise"
"NEU4","grey","grey"
"NEURL1B","green","green"
"NEURL2","yellow","yellow"
"NEURL3","red","magenta"
"NEURL4","yellow","yellow"
"NEUROG2","grey","grey"
"NEXN","black","black"
"NF1","turquoise","turquoise"
"NF2","grey","grey"
"NFAM1","magenta","magenta"
"NFASC","grey","grey"
"NFAT5","turquoise","turquoise"
"NFATC1","magenta","magenta"
"NFATC2","turquoise","turquoise"
"NFATC3","yellow","yellow"
"NFATC4","purple","purple"
"NFE2","grey","grey"
"NFE2L1","grey","grey"
"NFE2L3","brown","brown"
"NFIA","brown","brown"
"NFIB","pink","pink"
"NFIC","turquoise","turquoise"
"NFIL3","pink","pink"
"NFIX","pink","pink"
"NFKB1","turquoise","turquoise"
"NFKB2","red","magenta"
"NFKBIA","red","magenta"
"NFKBIB","yellow","yellow"
"NFKBID","red","magenta"
"NFKBIE","red","magenta"
"NFKBIL1","yellow","yellow"
"NFKBIZ","grey","grey"
"NFRKB","turquoise","turquoise"
"NFXL1","turquoise","turquoise"
"NFYA","green","green"
"NGB","grey","grey"
"NGEF","grey","grey"
"NGF","greenyellow","greenyellow"
"NGFR","greenyellow","greenyellow"
"NHLH1","blue","blue"
"NHLH2","grey","grey"
"NHLRC1","grey","grey"
"NHLRC2","turquoise","turquoise"
"NHLRC3","blue","blue"
"NHLRC4","purple","purple"
"NHP2","turquoise","turquoise"
"NHS","tan","tan"
"NHSL1","pink","pink"
"NHSL2","turquoise","turquoise"
"NICN1","green","green"
"NID1","black","black"
"NID2","black","black"
"NIN","turquoise","turquoise"
"NINJ1","purple","purple"
"NINJ2","black","black"
"NINL","grey","grey"
"NIP7","green","green"
"NIPA1","turquoise","turquoise"
"NIPAL1","turquoise","turquoise"
"NIPAL2","turquoise","turquoise"
"NIPAL3","turquoise","turquoise"
"NIPAL4","pink","pink"
"NIPBL","turquoise","turquoise"
"NIPSNAP1","grey","grey"
"NIPSNAP3B","pink","pink"
"NISCH","green","green"
"NIT1","turquoise","turquoise"
"NIT2","turquoise","turquoise"
"NKAIN1","brown","brown"
"NKAIN2","tan","tan"
"NKAIN4","black","black"
"NKAPL","greenyellow","greenyellow"
"NKD1","black","black"
"NKD2","black","black"
"NKG7","red","magenta"
"NKIRAS1","grey","grey"
"NKPD1","yellow","yellow"
"NKTR","turquoise","turquoise"
"NKX2-2","grey","grey"
"NKX2-5","brown","brown"
"NKX2-8","grey","grey"
"NKX3-1","green","green"
"NKX3-2","black","black"
"NKX6-1","black","black"
"NLE1","yellow","yellow"
"NLGN1","tan","tan"
"NLGN2","black","black"
"NLGN3","greenyellow","greenyellow"
"NLGN4X","tan","tan"
"NLGN4Y","grey","grey"
"NLK","blue","blue"
"NLN","turquoise","turquoise"
"NLRC3","red","magenta"
"NLRC4","magenta","magenta"
"NLRC5","red","magenta"
"NLRP1","red","magenta"
"NLRP12","black","black"
"NLRP14","grey","grey"
"NLRP2","grey","grey"
"NLRP3","magenta","magenta"
"NLRP4","red","magenta"
"NLRP5","green","green"
"NLRP6","green","green"
"NLRP7","red","magenta"
"NLRP9","grey","grey"
"NLRX1","yellow","yellow"
"NMB","blue","blue"
"NMBR","grey","grey"
"NME1","turquoise","turquoise"
"NME1-NME2","yellow","yellow"
"NME2","turquoise","turquoise"
"NME3","purple","purple"
"NME4","purple","purple"
"NME5","brown","brown"
"NME7","grey","grey"
"NMI","lightcyan","lightcyan"
"NMNAT1","grey","grey"
"NMNAT2","grey","grey"
"NMNAT3","brown","brown"
"NMRAL1","purple","purple"
"NMT2","pink","pink"
"NMU","green","green"
"NMUR1","red","magenta"
"NMUR2","grey","grey"
"NNAT","salmon","salmon"
"NNMT","black","black"
"NNT","turquoise","turquoise"
"NOB1","blue","blue"
"NOC2L","yellow","yellow"
"NOC4L","yellow","yellow"
"NOD1","red","magenta"
"NOD2","red","magenta"
"NODAL","pink","pink"
"NOG","black","black"
"NOL11","green","green"
"NOL12","turquoise","turquoise"
"NOL3","turquoise","turquoise"
"NOL4","brown","brown"
"NOL9","turquoise","turquoise"
"NOMO1","grey","grey"
"NOMO2","turquoise","turquoise"
"NOMO3","grey","grey"
"NOP10","turquoise","turquoise"
"NOP16","blue","blue"
"NOP2","blue","blue"
"NOP56","green","green"
"NOS1","grey","grey"
"NOS1AP","blue","blue"
"NOS2","greenyellow","greenyellow"
"NOS3","greenyellow","greenyellow"
"NOSIP","yellow","yellow"
"NOSTRIN","brown","brown"
"NOTCH1","pink","pink"
"NOTCH2","turquoise","turquoise"
"NOTCH3","black","black"
"NOTCH4","greenyellow","greenyellow"
"NOTUM","blue","blue"
"NOVA1","brown","brown"
"NOVA2","greenyellow","greenyellow"
"NOX1","grey","grey"
"NOX4","black","black"
"NOX5","grey","grey"
"NOXA1","purple","purple"
"NOXO1","blue","blue"
"NPAS1","purple","purple"
"NPAS2","pink","pink"
"NPAS3","tan","tan"
"NPAS4","greenyellow","greenyellow"
"NPAT","turquoise","turquoise"
"NPB","yellow","yellow"
"NPC1","turquoise","turquoise"
"NPC1L1","grey","grey"
"NPC2","magenta","magenta"
"NPDC1","purple","purple"
"NPEPL1","yellow","yellow"
"NPEPPS","blue","blue"
"NPFF","turquoise","turquoise"
"NPFFR2","grey","grey"
"NPHP1","brown","brown"
"NPHP3","turquoise","turquoise"
"NPHP4","grey","grey"
"NPHS1","grey","grey"
"NPL","magenta","magenta"
"NPM2","pink","pink"
"NPM3","midnightblue","midnightblue"
"NPNT","brown","brown"
"NPPA","grey","grey"
"NPPC","grey","grey"
"NPR1","greenyellow","greenyellow"
"NPR2","black","black"
"NPR3","black","black"
"NPRL2","purple","purple"
"NPTN","blue","blue"
"NPTX1","grey","grey"
"NPTX2","black","black"
"NPTXR","grey","grey"
"NPW","turquoise","turquoise"
"NPY1R","brown","brown"
"NPY2R","greenyellow","greenyellow"
"NPY5R","grey","grey"
"NQO1","brown","brown"
"NQO2","turquoise","turquoise"
"NR1D1","grey","grey"
"NR1D2","turquoise","turquoise"
"NR1H2","yellow","yellow"
"NR1H3","magenta","magenta"
"NR1I2","pink","pink"
"NR1I3","blue","blue"
"NR2C2","turquoise","turquoise"
"NR2C2AP","turquoise","turquoise"
"NR2E3","brown","brown"
"NR2F1","tan","tan"
"NR2F2","tan","tan"
"NR2F6","turquoise","turquoise"
"NR3C1","tan","tan"
"NR3C2","tan","tan"
"NR4A1","greenyellow","greenyellow"
"NR4A2","blue","blue"
"NR4A3","red","magenta"
"NR5A2","greenyellow","greenyellow"
"NR6A1","turquoise","turquoise"
"NRAP","grey","grey"
"NRARP","grey","grey"
"NRAS","turquoise","turquoise"
"NRBP2","yellow","yellow"
"NRCAM","grey","grey"
"NRG1","black","black"
"NRG2","pink","pink"
"NRG3","grey","grey"
"NRG4","grey","grey"
"NRGN","turquoise","turquoise"
"NRIP1","blue","blue"
"NRIP2","greenyellow","greenyellow"
"NRIP3","grey","grey"
"NRK","black","black"
"NRL","yellow","yellow"
"NRM","green","green"
"NRN1","black","black"
"NRN1L","turquoise","turquoise"
"NRP1","tan","tan"
"NRP2","black","black"
"NRSN2","purple","purple"
"NRTN","brown","brown"
"NRXN1","grey","grey"
"NRXN2","greenyellow","greenyellow"
"NRXN3","blue","blue"
"NSA2","midnightblue","midnightblue"
"NSD1","turquoise","turquoise"
"NSDHL","turquoise","turquoise"
"NSF","blue","blue"
"NSMAF","cyan","cyan"
"NSMCE1","purple","purple"
"NSMCE2","cyan","cyan"
"NSUN5","yellow","yellow"
"NSUN7","grey","grey"
"NT5C1B","grey","grey"
"NT5C2","brown","brown"
"NT5C","yellow","yellow"
"NT5DC1","blue","blue"
"NT5DC2","brown","brown"
"NT5DC3","grey","grey"
"NT5E","black","black"
"NT5M","turquoise","turquoise"
"NTAN1","blue","blue"
"NTF3","grey","grey"
"NTF4","pink","pink"
"NTHL1","purple","purple"
"NTM","black","black"
"NTN1","grey","grey"
"NTN3","grey","grey"
"NTN4","green","green"
"NTN5","yellow","yellow"
"NTNG1","grey","grey"
"NTNG2","black","black"
"NTRK1","red","magenta"
"NTRK2","green","green"
"NTRK3","greenyellow","greenyellow"
"NTS","grey","grey"
"NTSR1","brown","brown"
"NUAK1","black","black"
"NUAK2","grey","grey"
"NUBP2","purple","purple"
"NUBPL","blue","blue"
"NUCB1","yellow","yellow"
"NUCB2","pink","pink"
"NUCKS1","yellow","yellow"
"NUDC","turquoise","turquoise"
"NUDCD1","cyan","cyan"
"NUDT10","black","black"
"NUDT11","black","black"
"NUDT12","brown","brown"
"NUDT13","green","green"
"NUDT14","yellow","yellow"
"NUDT1","turquoise","turquoise"
"NUDT15","green","green"
"NUDT16L1","purple","purple"
"NUDT17","grey","grey"
"NUDT18","purple","purple"
"NUDT19","green","green"
"NUDT21","turquoise","turquoise"
"NUDT22","yellow","yellow"
"NUDT2","turquoise","turquoise"
"NUDT3","blue","blue"
"NUDT4","brown","brown"
"NUDT5","green","green"
"NUDT6","purple","purple"
"NUDT7","grey","grey"
"NUDT8","blue","blue"
"NUF2","green","green"
"NUFIP2","turquoise","turquoise"
"NUMA1","brown","brown"
"NUMBL","blue","blue"
"NUP133","turquoise","turquoise"
"NUP153","turquoise","turquoise"
"NUP155","green","green"
"NUP160","turquoise","turquoise"
"NUP205","green","green"
"NUP210","black","black"
"NUP210L","grey","grey"
"NUP43","turquoise","turquoise"
"NUP62CL","grey","grey"
"NUP85","yellow","yellow"
"NUP88","turquoise","turquoise"
"NUP93","green","green"
"NUPR1","turquoise","turquoise"
"NUS1","purple","purple"
"NUSAP1","green","green"
"NUTF2","blue","blue"
"NVL","grey","grey"
"NWD1","pink","pink"
"NXF3","grey","grey"
"NXN","pink","pink"
"NXNL2","brown","brown"
"NXPH1","brown","brown"
"NXPH2","grey","grey"
"NXPH3","brown","brown"
"NXPH4","green","green"
"NXT1","turquoise","turquoise"
"NXT2","yellow","yellow"
"NYNRIN","grey","grey"
"OAF","greenyellow","greenyellow"
"OAS1","lightcyan","lightcyan"
"OAS2","lightcyan","lightcyan"
"OAS3","lightcyan","lightcyan"
"OASL","lightcyan","lightcyan"
"OAT","grey","grey"
"OAZ1","turquoise","turquoise"
"OAZ3","turquoise","turquoise"
"OBP2A","grey","grey"
"OBP2B","pink","pink"
"OBSCN","yellow","yellow"
"OBSL1","yellow","yellow"
"OCA2","pink","pink"
"OCEL1","purple","purple"
"OCIAD2","turquoise","turquoise"
"OCLM","turquoise","turquoise"
"OCLN","turquoise","turquoise"
"OCM","turquoise","turquoise"
"OCRL","turquoise","turquoise"
"ODAM","brown","brown"
"ODC1","brown","brown"
"ODF2L","pink","pink"
"ODF3B","turquoise","turquoise"
"ODF3L1","greenyellow","greenyellow"
"ODF3L2","yellow","yellow"
"OFD1","grey","grey"
"OGDHL","grey","grey"
"OGFOD2","yellow","yellow"
"OGFR","yellow","yellow"
"OGFRL1","pink","pink"
"OGN","tan","tan"
"OGT","turquoise","turquoise"
"OIP5","green","green"
"OIT3","greenyellow","greenyellow"
"OLAH","brown","brown"
"OLFM1","grey","grey"
"OLFM2","pink","pink"
"OLFM4","pink","pink"
"OLFML1","black","black"
"OLFML2A","black","black"
"OLFML2B","black","black"
"OLFML3","black","black"
"OLIG1","grey","grey"
"OLR1","magenta","magenta"
"OMA1","grey","grey"
"OMD","black","black"
"OMG","magenta","magenta"
"ONECUT2","green","green"
"OPCML","black","black"
"OPHN1","turquoise","turquoise"
"OPLAH","yellow","yellow"
"OPN1SW","grey","grey"
"OPN3","brown","brown"
"OPN4","greenyellow","greenyellow"
"OPRD1","grey","grey"
"OPRK1","brown","brown"
"OPRL1","grey","grey"
"OPTN","lightcyan","lightcyan"
"OR10AD1","grey","grey"
"OR13A1","grey","grey"
"OR13J1","grey","grey"
"OR1J2","grey","grey"
"OR1L8","grey","grey"
"OR2A1","greenyellow","greenyellow"
"OR2A25","grey","grey"
"OR2A4","grey","grey"
"OR2A7","grey","grey"
"OR2B6","green","green"
"OR2C1","blue","blue"
"OR2L13","greenyellow","greenyellow"
"OR2T8","green","green"
"OR2W3","green","green"
"OR3A2","red","magenta"
"OR4F29","grey","grey"
"OR51E1","greenyellow","greenyellow"
"OR51E2","greenyellow","greenyellow"
"OR52N4","red","magenta"
"OR56B4","grey","grey"
"OR5K2","grey","grey"
"OR7A5","pink","pink"
"OR7C1","pink","pink"
"OR7D2","grey","grey"
"ORAI1","blue","blue"
"ORAI2","yellow","yellow"
"ORAI3","purple","purple"
"ORM1","grey","grey"
"ORM2","grey","grey"
"ORMDL2","turquoise","turquoise"
"ORMDL3","grey","grey"
"OSBP2","grey","grey"
"OSBPL10","turquoise","turquoise"
"OSBPL1A","turquoise","turquoise"
"OSBPL3","pink","pink"
"OSBPL5","yellow","yellow"
"OSBPL6","grey","grey"
"OSBPL7","purple","purple"
"OSBPL8","turquoise","turquoise"
"OSCAR","magenta","magenta"
"OSCP1","brown","brown"
"OSGIN1","yellow","yellow"
"OSGIN2","cyan","cyan"
"OSM","magenta","magenta"
"OSMR","pink","pink"
"OSR1","pink","pink"
"OSR2","black","black"
"OST4","turquoise","turquoise"
"OSTM1","tan","tan"
"OTOA","magenta","magenta"
"OTOF","lightcyan","lightcyan"
"OTOR","brown","brown"
"OTUB2","grey","grey"
"OTUD1","grey","grey"
"OTUD3","turquoise","turquoise"
"OTUD4","turquoise","turquoise"
"OTUD6B","cyan","cyan"
"OTUD7A","green","green"
"OTUD7B","blue","blue"
"OTX1","green","green"
"OVCA2","turquoise","turquoise"
"OVGP1","brown","brown"
"OVOL1","grey","grey"
"OVOL2","magenta","magenta"
"OXCT1","purple","purple"
"OXCT2","black","black"
"OXER1","red","magenta"
"OXGR1","pink","pink"
"OXR1","cyan","cyan"
"OXT","yellow","yellow"
"OXTR","greenyellow","greenyellow"
"P2RX1","red","magenta"
"P2RX2","grey","grey"
"P2RX4","purple","purple"
"P2RX5","red","magenta"
"P2RX6","yellow","yellow"
"P2RX7","magenta","magenta"
"P2RY10","red","magenta"
"P2RY11","yellow","yellow"
"P2RY12","magenta","magenta"
"P2RY13","magenta","magenta"
"P2RY14","red","magenta"
"P2RY1","turquoise","turquoise"
"P2RY2","brown","brown"
"P2RY4","blue","blue"
"P2RY6","magenta","magenta"
"P2RY8","red","magenta"
"P4HA1","green","green"
"P4HA2","black","black"
"P4HA3","black","black"
"P4HB","yellow","yellow"
"P4HTM","brown","brown"
"PAAF1","pink","pink"
"PABPC1","cyan","cyan"
"PABPC1L","purple","purple"
"PABPC3","cyan","cyan"
"PABPC4","blue","blue"
"PABPC4L","pink","pink"
"PABPC5","tan","tan"
"PABPN1","turquoise","turquoise"
"PACRG","grey","grey"
"PACS2","yellow","yellow"
"PACSIN1","grey","grey"
"PACSIN2","turquoise","turquoise"
"PACSIN3","yellow","yellow"
"PADI1","grey","grey"
"PADI2","pink","pink"
"PADI3","grey","grey"
"PADI4","red","magenta"
"PAEP","grey","grey"
"PAFAH1B2","turquoise","turquoise"
"PAFAH1B3","turquoise","turquoise"
"PAFAH2","blue","blue"
"PAG1","red","magenta"
"PAH","grey","grey"
"PAICS","green","green"
"PAIP2B","turquoise","turquoise"
"PAK1","grey","grey"
"PAK1IP1","green","green"
"PAK3","pink","pink"
"PAK4","yellow","yellow"
"PAK6","grey","grey"
"PALB2","turquoise","turquoise"
"PALLD","black","black"
"PALM2-AKAP2","tan","tan"
"PALM3","yellow","yellow"
"PALM","green","green"
"PALMD","greenyellow","greenyellow"
"PAM","pink","pink"
"PAMR1","greenyellow","greenyellow"
"PAN2","brown","brown"
"PAN3","blue","blue"
"PANK1","green","green"
"PANK3","blue","blue"
"PANX1","yellow","yellow"
"PANX2","blue","blue"
"PAOX","yellow","yellow"
"PAPLN","red","magenta"
"PAPOLB","grey","grey"
"PAPPA2","tan","tan"
"PAPPA","black","black"
"PAPSS1","brown","brown"
"PAPSS2","black","black"
"PAQR3","purple","purple"
"PAQR4","turquoise","turquoise"
"PAQR5","grey","grey"
"PAQR6","yellow","yellow"
"PAQR7","grey","grey"
"PAQR8","red","magenta"
"PARD3","grey","grey"
"PARD3B","turquoise","turquoise"
"PARD6A","yellow","yellow"
"PARD6B","brown","brown"
"PARD6G","black","black"
"PARM1","tan","tan"
"PARP10","yellow","yellow"
"PARP1","green","green"
"PARP11","blue","blue"
"PARP12","lightcyan","lightcyan"
"PARP14","lightcyan","lightcyan"
"PARP15","red","magenta"
"PARP3","green","green"
"PARP4","turquoise","turquoise"
"PARP6","grey","grey"
"PARP8","magenta","magenta"
"PARP9","lightcyan","lightcyan"
"PARVA","black","black"
"PARVB","blue","blue"
"PARVG","magenta","magenta"
"PASK","grey","grey"
"PATE2","grey","grey"
"PATL1","purple","purple"
"PATL2","red","magenta"
"PATZ1","brown","brown"
"PAWR","turquoise","turquoise"
"PAX1","black","black"
"PAX2","brown","brown"
"PAX3","black","black"
"PAX5","red","magenta"
"PAX6","pink","pink"
"PAX7","grey","grey"
"PAX8","grey","grey"
"PAX9","brown","brown"
"PAXIP1","turquoise","turquoise"
"PBK","green","green"
"PBLD","blue","blue"
"PBOV1","blue","blue"
"PBRM1","turquoise","turquoise"
"PBX1","blue","blue"
"PBX3","grey","grey"
"PBX4","red","magenta"
"PBXIP1","yellow","yellow"
"PC","grey","grey"
"PCBD1","turquoise","turquoise"
"PCBD2","brown","brown"
"PCBP3","red","magenta"
"PCBP4","blue","blue"
"PCCA","green","green"
"PCDH10","grey","grey"
"PCDH11X","pink","pink"
"PCDH12","greenyellow","greenyellow"
"PCDH1","blue","blue"
"PCDH17","tan","tan"
"PCDH18","tan","tan"
"PCDH19","blue","blue"
"PCDH20","blue","blue"
"PCDH7","black","black"
"PCDH8","pink","pink"
"PCDH9","tan","tan"
"PCDHA10","grey","grey"
"PCDHA11","grey","grey"
"PCDHA12","grey","grey"
"PCDHA13","grey","grey"
"PCDHA1","grey","grey"
"PCDHA2","grey","grey"
"PCDHA3","grey","grey"
"PCDHA4","grey","grey"
"PCDHA5","grey","grey"
"PCDHA6","grey","grey"
"PCDHA7","grey","grey"
"PCDHA8","grey","grey"
"PCDHA9","grey","grey"
"PCDHAC1","turquoise","turquoise"
"PCDHAC2","turquoise","turquoise"
"PCDHB10","tan","tan"
"PCDHB11","tan","tan"
"PCDHB12","tan","tan"
"PCDHB13","tan","tan"
"PCDHB14","tan","tan"
"PCDHB15","tan","tan"
"PCDHB16","tan","tan"
"PCDHB2","grey","grey"
"PCDHB3","grey","grey"
"PCDHB4","tan","tan"
"PCDHB5","black","black"
"PCDHB6","grey","grey"
"PCDHB7","tan","tan"
"PCDHB8","tan","tan"
"PCDHB9","tan","tan"
"PCDHGA10","tan","tan"
"PCDHGA11","tan","tan"
"PCDHGA12","tan","tan"
"PCDHGA1","turquoise","turquoise"
"PCDHGA2","tan","tan"
"PCDHGA3","tan","tan"
"PCDHGA4","tan","tan"
"PCDHGA5","tan","tan"
"PCDHGA6","tan","tan"
"PCDHGA7","tan","tan"
"PCDHGA8","grey","grey"
"PCDHGA9","tan","tan"
"PCDHGB1","turquoise","turquoise"
"PCDHGB2","turquoise","turquoise"
"PCDHGB3","turquoise","turquoise"
"PCDHGB4","turquoise","turquoise"
"PCDHGB5","turquoise","turquoise"
"PCDHGB6","tan","tan"
"PCDHGB7","tan","tan"
"PCDHGC3","black","black"
"PCDHGC4","turquoise","turquoise"
"PCDHGC5","tan","tan"
"PCGF2","brown","brown"
"PCGF3","grey","grey"
"PCGF5","turquoise","turquoise"
"PCK1","salmon","salmon"
"PCK2","purple","purple"
"PCLO","blue","blue"
"PCM1","blue","blue"
"PCMT1","green","green"
"PCMTD1","cyan","cyan"
"PCMTD2","blue","blue"
"PCNA","green","green"
"PCNT","green","green"
"PCOLCE2","salmon","salmon"
"PCOLCE","black","black"
"PCP2","purple","purple"
"PCP4","grey","grey"
"PCP4L1","brown","brown"
"PCSK1","grey","grey"
"PCSK1N","blue","blue"
"PCSK2","grey","grey"
"PCSK4","purple","purple"
"PCSK5","tan","tan"
"PCSK6","brown","brown"
"PCSK7","magenta","magenta"
"PCSK9","black","black"
"PCTP","grey","grey"
"PCYOX1","turquoise","turquoise"
"PCYOX1L","brown","brown"
"PCYT1B","black","black"
"PCYT2","yellow","yellow"
"PDAP1","yellow","yellow"
"PDC","grey","grey"
"PDCD10","green","green"
"PDCD1","red","magenta"
"PDCD1LG2","red","magenta"
"PDCD2L","blue","blue"
"PDCD4","blue","blue"
"PDCD5","blue","blue"
"PDE10A","black","black"
"PDE11A","green","green"
"PDE12","turquoise","turquoise"
"PDE1A","greenyellow","greenyellow"
"PDE1B","greenyellow","greenyellow"
"PDE1C","tan","tan"
"PDE2A","greenyellow","greenyellow"
"PDE3A","turquoise","turquoise"
"PDE3B","red","magenta"
"PDE4A","green","green"
"PDE4B","red","magenta"
"PDE4C","grey","grey"
"PDE4D","tan","tan"
"PDE4DIP","magenta","magenta"
